Freq.	V(vout)
3.23593656929628e+005	(-1.91522076540748e+001dB,1.46594901109773e+002°)
3.31131121482591e+005	(-1.91158008553276e+001dB,1.45679065847789e+002°)
3.38844156139202e+005	(-1.90781128071582e+001dB,1.44731336615162e+002°)
3.46736850452531e+005	(-1.90391394996083e+001dB,1.43750151772954e+002°)
3.54813389233575e+005	(-1.89988844343821e+001dB,1.42733852371728e+002°)
3.63078054770101e+005	(-1.89573600647804e+001dB,1.41680676462916e+002°)
3.71535229097172e+005	(-1.89145894534476e+001dB,1.40588753458973e+002°)
3.80189396320561e+005	(-1.88706081781536e+001dB,1.39456098622543e+002°)
3.89045144994280e+005	(-1.88254665152328e+001dB,1.38280607891309e+002°)
3.98107170553497e+005	(-1.87792319372982e+001dB,1.37060053223386e+002°)
4.07380277804112e+005	(-1.87319919598192e+001dB,1.35792078754405e+002°)
4.16869383470335e+005	(-1.86838573682085e+001dB,1.34474198094869e+002°)
4.26579518801592e+005	(-1.86349658701112e+001dB,1.33103793225467e+002°)
4.36515832240165e+005	(-1.85854861964726e+001dB,1.31678115501211e+002°)
4.46683592150962e+005	(-1.85356226852902e+001dB,1.30194289419793e+002°)
4.57088189614874e+005	(-1.84856203625901e+001dB,1.28649319968123e+002°)
4.67735141287197e+005	(-1.84357705243837e+001dB,1.27040104454673e+002°)
4.78630092322637e+005	(-1.83864167995954e+001dB,1.25363449955770e+002°)
4.89778819368445e+005	(-1.83379616429169e+001dB,1.23616097627195e+002°)
5.01187233627271e+005	(-1.82908731676766e+001dB,1.21794755320607e+002°)
5.12861383991364e+005	(-1.82456921665982e+001dB,1.19896140053523e+002°)
5.24807460249771e+005	(-1.82030390995433e+001dB,1.17917031955699e+002°)
5.37031796370251e+005	(-1.81636207530588e+001dB,1.15854341324049e+002°)
5.49540873857623e+005	(-1.81282361510640e+001dB,1.13705190203117e+002°)
5.62341325190348e+005	(-1.80977812088277e+001dB,1.11467009598990e+002°)
5.75439937337156e+005	(-1.80732514691016e+001dB,1.09137652763886e+002°)
5.88843655355588e+005	(-1.80557421851224e+001dB,1.06715524085820e+002°)
6.02559586074356e+005	(-1.80464448768185e+001dB,1.04199721665345e+002°)
6.16595001861481e+005	(-1.80466394748495e+001dB,1.01590190049631e+002°)
6.30957344480192e+005	(-1.80576811847036e+001dB,9.88878773798915e+001°)
6.45654229034654e+005	(-1.80809813357404e+001dB,9.60948888874346e+001°)
6.60693448007594e+005	(-1.81179817698760e+001dB,9.32146263654472e+001°)
6.76082975391980e+005	(-1.81701227462020e+001dB,9.02519011949622e+001°)
6.91830970918935e+005	(-1.82388049360651e+001dB,8.72130073663445e+001°)
7.07945784384136e+005	(-1.83253467779702e+001dB,8.41057410913650e+001°)
7.24435960074988e+005	(-1.84309392216133e+001dB,8.09393554807634e+001°)
7.41310241300916e+005	(-1.85566005537828e+001dB,7.77244426370235e+001°)
7.58577575029182e+005	(-1.87031344965768e+001dB,7.44727412902762e+001°)
7.76247116628690e+005	(-1.88710949006692e+001dB,7.11968751754487e+001°)
7.94328234724279e+005	(-1.90607601093465e+001dB,6.79100348559131e+001°)
8.12830516164097e+005	(-1.92721193369621e+001dB,6.46256222713152e+001°)
8.31763771102669e+005	(-1.95048723790296e+001dB,6.13568820363247e+001°)
8.51138038202374e+005	(-1.97584426611057e+001dB,5.81165450706080e+001°)
8.70963589956078e+005	(-2.00320023842628e+001dB,5.49165086762715e+001°)
8.91250938133743e+005	(-2.03245074390016e+001dB,5.17675726082805e+001°)
9.12010839355907e+005	(-2.06347390377692e+001dB,4.86792440783525e+001°)
9.33254300796989e+005	(-2.09613487390541e+001dB,4.56596171897366e+001°)
9.54992586021433e+005	(-2.13029036708568e+001dB,4.27153251860269e+001°)
9.77237220955808e+005	(-2.16579292208160e+001dB,3.98515580039223e+001°)
9.99999999999997e+005	(-2.20249471456644e+001dB,3.70721337705493e+001°)
1.02329299228075e+006	(-2.24025077980801e+001dB,3.43796108295632e+001°)
1.04712854805090e+006	(-2.27892158710430e+001dB,3.17754267054172e+001°)
1.07151930523760e+006	(-2.31837496587211e+001dB,2.92600515477554e+001°)
1.09647819614318e+006	(-2.35848742709056e+001dB,2.68331455257489e+001°)
1.12201845430196e+006	(-2.39914495215712e+001dB,2.44937120730715e+001°)
1.14815362149688e+006	(-2.44024333525978e+001dB,2.22402410892597e+001°)
1.17489755493953e+006	(-2.48168816917861e+001dB,2.00708384953094e+001°)
1.20226443461741e+006	(-2.52339455967824e+001dB,1.79833401516502e+001°)
1.23026877081238e+006	(-2.56528664474426e+001dB,1.59754096060822e+001°)
1.25892541179416e+006	(-2.60729698308397e+001dB,1.40446200624004e+001°)
1.28824955169313e+006	(-2.64936586480798e+001dB,1.21885216381377e+001°)
1.31825673855640e+006	(-2.69144058483982e+001dB,1.04046952887075e+001°)
1.34896288259165e+006	(-2.73347471028427e+001dB,8.69079501092722e+000°)
1.38038426460288e+006	(-2.77542736370971e+001dB,7.04457993247947e+000°)
1.41253754462275e+006	(-2.81726253724278e+001dB,5.46393777706360e+000°)
1.44543977074592e+006	(-2.85894844711239e+001dB,3.94690116288045e+000°)
1.47910838816820e+006	(-2.90045693384950e+001dB,2.49165794349036e+000°)
1.51356124843620e+006	(-2.94176291013666e+001dB,1.09655666922692e+000°)
1.54881661891248e+006	(-2.98284385639668e+001dB,-2.39891907527184e-001°)
1.58489319246111e+006	(-3.02367936244010e+001dB,-1.51901653138153e+000°)
1.62181009735892e+006	(-3.06425071286566e+001dB,-2.74198972493394e+000°)
1.65958690743755e+006	(-3.10454051314824e+001dB,-3.90983415957066e+000°)
1.69824365246174e+006	(-3.14453235345407e+001dB,-5.02343069467396e+000°)
1.73780082874937e+006	(-3.18421050703514e+001dB,-6.08352781241059e+000°)
1.77827941003892e+006	(-3.22355966039257e+001dB,-7.09075216051502e+000°)
1.81970085860998e+006	(-3.26256467275816e+001dB,-8.04562007556967e+000°)
1.86208713666286e+006	(-3.30121036259262e+001dB,-8.94854990126308e+000°)
1.90546071796324e+006	(-3.33948131955950e+001dB,-9.79987502632767e+000°)
1.94984459975804e+006	(-3.37736174058257e+001dB,-1.05998575577653e+001°)
1.99526231496887e+006	(-3.41483528915750e+001dB,-1.13487025686563e+001°)
2.04173794466952e+006	(-3.45188497756329e+001dB,-1.20465728512148e+001°)
2.08929613085403e+006	(-3.48849307185393e+001dB,-1.26936041540716e+001°)
2.13796208950222e+006	(-3.52464102009503e+001dB,-1.32899207948986e+001°)
2.18776162394954e+006	(-3.56030940442221e+001dB,-1.38356516256178e+001°)
2.23872113856833e+006	(-3.59547791784701e+001dB,-1.43309462190594e+001°)
2.29086765276776e+006	(-3.63012536692114e+001dB,-1.47759911983854e+001°)
2.34422881531991e+006	(-3.66422970139528e+001dB,-1.51710265341493e+001°)
2.39883291901948e+006	(-3.69776807203019e+001dB,-1.55163616710994e+001°)
2.45470891568502e+006	(-3.73071691752438e+001dB,-1.58123912635861e+001°)
2.51188643150957e+006	(-3.76305208134220e+001dB,-1.60596103002280e+001°)
2.57039578276885e+006	(-3.79474895866648e+001dB,-1.62586283395926e+001°)
2.63026799189537e+006	(-3.82578267326605e+001dB,-1.64101825786850e+001°)
2.69153480392690e+006	(-3.85612828330485e+001dB,-1.65151494458308e+001°)
2.75422870333815e+006	(-3.88576101429656e+001dB,-1.65745543785437e+001°)
2.81838293126444e+006	(-3.91465651646693e+001dB,-1.65895794887534e+001°)
2.88403150312659e+006	(-3.94279114282374e+001dB,-1.65615687771713e+001°)
2.95120922666637e+006	(-3.97014224312888e+001dB,-1.64920306364131e+001°)
3.00000000000000e+006	(-3.98913017515901e+001dB,-1.64181098827060e+001°)
