x-axis,IN,OUT
-40.30000E+00,+4.66602E+00,-548.83E-03
-40.25000E+00,+4.64648E+00,-548.83E-03
-40.20000E+00,+4.62695E+00,-548.83E-03
-40.15000E+00,+4.59766E+00,-548.83E-03
-40.10000E+00,+4.57813E+00,-539.06E-03
-40.05000E+00,+4.55859E+00,-539.06E-03
-40.00000E+00,+4.52930E+00,-539.06E-03
-39.95000E+00,+4.50977E+00,-529.30E-03
-39.90000E+00,+4.48047E+00,-529.30E-03
-39.85000E+00,+4.46094E+00,-529.30E-03
-39.80000E+00,+4.43164E+00,-529.30E-03
-39.75000E+00,+4.41211E+00,-519.53E-03
-39.70000E+00,+4.38281E+00,-519.53E-03
-39.65000E+00,+4.36328E+00,-519.53E-03
-39.60000E+00,+4.33398E+00,-519.53E-03
-39.55000E+00,+4.30469E+00,-509.77E-03
-39.50000E+00,+4.27539E+00,-509.77E-03
-39.45000E+00,+4.25586E+00,-509.77E-03
-39.40000E+00,+4.22656E+00,-509.77E-03
-39.35000E+00,+4.19727E+00,-509.77E-03
-39.30000E+00,+4.17773E+00,-500.00E-03
-39.25000E+00,+4.14844E+00,-500.00E-03
-39.20000E+00,+4.12891E+00,-500.00E-03
-39.15000E+00,+4.09961E+00,-500.00E-03
-39.10000E+00,+4.08008E+00,-490.23E-03
-39.05000E+00,+4.05078E+00,-490.23E-03
-39.00000E+00,+4.03125E+00,-490.23E-03
-38.95000E+00,+4.00195E+00,-490.23E-03
-38.90000E+00,+3.97266E+00,-480.47E-03
-38.85000E+00,+3.95313E+00,-480.47E-03
-38.80000E+00,+3.93359E+00,-480.47E-03
-38.75000E+00,+3.90430E+00,-480.47E-03
-38.70000E+00,+3.88477E+00,-480.47E-03
-38.65000E+00,+3.85547E+00,-470.70E-03
-38.60000E+00,+3.82617E+00,-470.70E-03
-38.55000E+00,+3.80664E+00,-470.70E-03
-38.50000E+00,+3.78711E+00,-470.70E-03
-38.45000E+00,+3.75781E+00,-460.94E-03
-38.40000E+00,+3.73828E+00,-460.94E-03
-38.35000E+00,+3.70898E+00,-460.94E-03
-38.30000E+00,+3.67969E+00,-460.94E-03
-38.25000E+00,+3.66016E+00,-460.94E-03
-38.20000E+00,+3.63086E+00,-451.17E-03
-38.15000E+00,+3.61133E+00,-451.17E-03
-38.10000E+00,+3.58203E+00,-451.17E-03
-38.05000E+00,+3.56250E+00,-441.41E-03
-38.00000E+00,+3.53320E+00,-441.41E-03
-37.95000E+00,+3.51367E+00,-441.41E-03
-37.90000E+00,+3.48438E+00,-441.41E-03
-37.85000E+00,+3.45508E+00,-441.41E-03
-37.80000E+00,+3.43555E+00,-441.41E-03
-37.75000E+00,+3.40625E+00,-431.64E-03
-37.70000E+00,+3.37695E+00,-431.64E-03
-37.65000E+00,+3.35742E+00,-431.64E-03
-37.60000E+00,+3.32813E+00,-431.64E-03
-37.55000E+00,+3.29883E+00,-421.88E-03
-37.50000E+00,+3.27930E+00,-421.88E-03
-37.45000E+00,+3.25000E+00,-421.88E-03
-37.40000E+00,+3.22070E+00,-421.88E-03
-37.35000E+00,+3.20117E+00,-412.11E-03
-37.30000E+00,+3.17188E+00,-412.11E-03
-37.25000E+00,+3.15234E+00,-412.11E-03
-37.20000E+00,+3.12305E+00,-412.11E-03
-37.15000E+00,+3.09375E+00,-412.11E-03
-37.10000E+00,+3.07422E+00,-402.34E-03
-37.05000E+00,+3.04492E+00,-402.34E-03
-37.00000E+00,+3.02539E+00,-402.34E-03
-36.95000E+00,+2.99609E+00,-402.34E-03
-36.90000E+00,+2.96680E+00,-402.34E-03
-36.85000E+00,+2.94727E+00,-392.58E-03
-36.80000E+00,+2.92773E+00,-392.58E-03
-36.75000E+00,+2.89844E+00,-392.58E-03
-36.70000E+00,+2.87891E+00,-392.58E-03
-36.65000E+00,+2.84961E+00,-382.81E-03
-36.60000E+00,+2.83008E+00,-382.81E-03
-36.55000E+00,+2.80078E+00,-382.81E-03
-36.50000E+00,+2.78125E+00,-382.81E-03
-36.45000E+00,+2.75195E+00,-373.05E-03
-36.40000E+00,+2.72266E+00,-373.05E-03
-36.35000E+00,+2.70313E+00,-373.05E-03
-36.30000E+00,+2.67383E+00,-373.05E-03
-36.25000E+00,+2.65430E+00,-363.28E-03
-36.20000E+00,+2.63477E+00,-363.28E-03
-36.15000E+00,+2.60547E+00,-363.28E-03
-36.10000E+00,+2.58594E+00,-363.28E-03
-36.05000E+00,+2.56641E+00,-363.28E-03
-36.00000E+00,+2.53711E+00,-353.52E-03
-35.95000E+00,+2.51758E+00,-353.52E-03
-35.90000E+00,+2.48828E+00,-353.52E-03
-35.85000E+00,+2.46875E+00,-353.52E-03
-35.80000E+00,+2.43945E+00,-353.52E-03
-35.75000E+00,+2.41016E+00,-343.75E-03
-35.70000E+00,+2.39063E+00,-343.75E-03
-35.65000E+00,+2.36133E+00,-343.75E-03
-35.60000E+00,+2.34180E+00,-333.98E-03
-35.55000E+00,+2.31250E+00,-333.98E-03
-35.50000E+00,+2.29297E+00,-333.98E-03
-35.45000E+00,+2.26367E+00,-333.98E-03
-35.40000E+00,+2.24414E+00,-324.22E-03
-35.35000E+00,+2.21484E+00,-324.22E-03
-35.30000E+00,+2.18555E+00,-324.22E-03
-35.25000E+00,+2.16602E+00,-324.22E-03
-35.20000E+00,+2.14648E+00,-314.45E-03
-35.15000E+00,+2.11719E+00,-314.45E-03
-35.10000E+00,+2.08789E+00,-314.45E-03
-35.05000E+00,+2.06836E+00,-304.69E-03
-35.00000E+00,+2.03906E+00,-304.69E-03
-34.95000E+00,+2.01953E+00,-304.69E-03
-34.90000E+00,+1.99023E+00,-304.69E-03
-34.85000E+00,+1.97070E+00,-294.92E-03
-34.80000E+00,+1.94141E+00,-294.92E-03
-34.75000E+00,+1.92188E+00,-294.92E-03
-34.70000E+00,+1.89258E+00,-294.92E-03
-34.65000E+00,+1.87305E+00,-294.92E-03
-34.60000E+00,+1.84375E+00,-285.16E-03
-34.55000E+00,+1.82422E+00,-285.16E-03
-34.50000E+00,+1.79492E+00,-285.16E-03
-34.45000E+00,+1.77539E+00,-275.39E-03
-34.40000E+00,+1.74609E+00,-275.39E-03
-34.35000E+00,+1.72656E+00,-275.39E-03
-34.30000E+00,+1.70703E+00,-275.39E-03
-34.25000E+00,+1.67773E+00,-265.63E-03
-34.20000E+00,+1.65820E+00,-265.63E-03
-34.15000E+00,+1.62891E+00,-265.63E-03
-34.10000E+00,+1.60938E+00,-265.63E-03
-34.05000E+00,+1.58008E+00,-255.86E-03
-34.00000E+00,+1.53125E+00,-255.86E-03
-33.95000E+00,+1.49219E+00,-246.09E-03
-33.90000E+00,+1.44336E+00,-246.09E-03
-33.85000E+00,+1.40430E+00,-236.33E-03
-33.80000E+00,+1.35547E+00,-236.33E-03
-33.75000E+00,+1.30664E+00,-226.56E-03
-33.70000E+00,+1.25781E+00,-226.56E-03
-33.65000E+00,+1.21875E+00,-216.80E-03
-33.60000E+00,+1.16992E+00,-216.80E-03
-33.55000E+00,+1.12109E+00,-207.03E-03
-33.50000E+00,+1.07227E+00,-207.03E-03
-33.45000E+00,+1.02344E+00,-197.27E-03
-33.40000E+00,+984.38E-03,-197.27E-03
-33.35000E+00,+925.78E-03,-187.50E-03
-33.30000E+00,+876.95E-03,-187.50E-03
-33.25000E+00,+818.36E-03,-177.73E-03
-33.20000E+00,+769.53E-03,-177.73E-03
-33.15000E+00,+720.70E-03,-167.97E-03
-33.10000E+00,+681.64E-03,-167.97E-03
-33.05000E+00,+632.81E-03,-158.20E-03
-33.00000E+00,+583.98E-03,-158.20E-03
-32.95000E+00,+535.16E-03,-148.44E-03
-32.90000E+00,+486.33E-03,-148.44E-03
-32.85000E+00,+437.50E-03,-138.67E-03
-32.80000E+00,+388.67E-03,-138.67E-03
-32.75000E+00,+339.84E-03,-128.91E-03
-32.70000E+00,+291.02E-03,-128.91E-03
-32.65000E+00,+242.19E-03,-119.14E-03
-32.60000E+00,+193.36E-03,-119.14E-03
-32.55000E+00,+134.77E-03,-109.38E-03
-32.50000E+00,+85.94E-03,-109.38E-03
-32.45000E+00,+37.11E-03,-99.61E-03
-32.40000E+00,-11.72E-03,-99.61E-03
-32.35000E+00,-50.78E-03,-89.84E-03
-32.30000E+00,-99.61E-03,-89.84E-03
-32.25000E+00,-148.44E-03,-89.84E-03
-32.20000E+00,-197.27E-03,-80.08E-03
-32.15000E+00,-246.09E-03,-80.08E-03
-32.10000E+00,-304.69E-03,-70.31E-03
-32.05000E+00,-353.52E-03,-70.31E-03
-32.00000E+00,-412.11E-03,-60.55E-03
-31.95000E+00,-460.94E-03,-60.55E-03
-31.90000E+00,-509.77E-03,-60.55E-03
-31.85000E+00,-558.59E-03,-50.78E-03
-31.80000E+00,-607.42E-03,-50.78E-03
-31.75000E+00,-656.25E-03,-41.02E-03
-31.70000E+00,-705.08E-03,-41.02E-03
-31.65000E+00,-753.91E-03,-41.02E-03
-31.60000E+00,-802.73E-03,-31.25E-03
-31.55000E+00,-851.56E-03,-31.25E-03
-31.50000E+00,-900.39E-03,-21.48E-03
-31.45000E+00,-949.22E-03,-21.48E-03
-31.40000E+00,-998.05E-03,-11.72E-03
-31.35000E+00,-1.04687E+00,-11.72E-03
-31.30000E+00,-1.08594E+00,-1.95E-03
-31.25000E+00,-1.13477E+00,-1.95E-03
-31.20000E+00,-1.17383E+00,+7.81E-03
-31.15000E+00,-1.22266E+00,+7.81E-03
-31.10000E+00,-1.26172E+00,+17.58E-03
-31.05000E+00,-1.31055E+00,+17.58E-03
-31.00000E+00,-1.35937E+00,+27.34E-03
-30.95000E+00,-1.40820E+00,+27.34E-03
-30.90000E+00,-1.45703E+00,+37.11E-03
-30.85000E+00,-1.49609E+00,+37.11E-03
-30.80000E+00,-1.54492E+00,+46.87E-03
-30.75000E+00,-1.59375E+00,+46.88E-03
-30.70000E+00,-1.63281E+00,+56.64E-03
-30.65000E+00,-1.68164E+00,+56.64E-03
-30.60000E+00,-1.73047E+00,+66.41E-03
-30.55000E+00,-1.77930E+00,+66.41E-03
-30.50000E+00,-1.81836E+00,+76.17E-03
-30.45000E+00,-1.86719E+00,+76.17E-03
-30.40000E+00,-1.90625E+00,+85.94E-03
-30.35000E+00,-1.95508E+00,+85.94E-03
-30.30000E+00,-2.00391E+00,+95.70E-03
-30.25000E+00,-2.05273E+00,+105.47E-03
-30.20000E+00,-2.09180E+00,+105.47E-03
-30.15000E+00,-2.14062E+00,+115.23E-03
-30.10000E+00,-2.18945E+00,+115.23E-03
-30.05000E+00,-2.23828E+00,+125.00E-03
-30.00000E+00,-2.28711E+00,+134.77E-03
-29.95000E+00,-2.34570E+00,+134.77E-03
-29.90000E+00,-2.39453E+00,+134.77E-03
-29.85000E+00,-2.44336E+00,+144.53E-03
-29.80000E+00,-2.49219E+00,+154.30E-03
-29.75000E+00,-2.55078E+00,+154.30E-03
-29.70000E+00,-2.59961E+00,+164.06E-03
-29.65000E+00,-2.64844E+00,+164.06E-03
-29.60000E+00,-2.69727E+00,+164.06E-03
-29.55000E+00,-2.74609E+00,+173.83E-03
-29.50000E+00,-2.79492E+00,+173.83E-03
-29.45000E+00,-2.84375E+00,+183.59E-03
-29.40000E+00,-2.89258E+00,+193.36E-03
-29.35000E+00,-2.95117E+00,+193.36E-03
-29.30000E+00,-3.00000E+00,+203.12E-03
-29.25000E+00,-3.04883E+00,+203.13E-03
-29.20000E+00,-3.09766E+00,+212.89E-03
-29.15000E+00,-3.14648E+00,+212.89E-03
-29.10000E+00,-3.19531E+00,+222.66E-03
-29.05000E+00,-3.24414E+00,+222.66E-03
-29.00000E+00,-3.29297E+00,+232.42E-03
-28.95000E+00,-3.33203E+00,+232.42E-03
-28.90000E+00,-3.38086E+00,+242.19E-03
-28.85000E+00,-3.42969E+00,+242.19E-03
-28.80000E+00,-3.47852E+00,+251.95E-03
-28.75000E+00,-3.52734E+00,+251.95E-03
-28.70000E+00,-3.57617E+00,+261.72E-03
-28.65000E+00,-3.62500E+00,+261.72E-03
-28.60000E+00,-3.67383E+00,+271.48E-03
-28.55000E+00,-3.73242E+00,+271.48E-03
-28.50000E+00,-3.78125E+00,+281.25E-03
-28.45000E+00,-3.83008E+00,+281.25E-03
-28.40000E+00,-3.87891E+00,+291.02E-03
-28.35000E+00,-3.93750E+00,+291.02E-03
-28.30000E+00,-3.98633E+00,+300.78E-03
-28.25000E+00,-4.03516E+00,+300.78E-03
-28.20000E+00,-4.07422E+00,+300.78E-03
-28.15000E+00,-4.12305E+00,+310.55E-03
-28.10000E+00,-4.17187E+00,+310.55E-03
-28.05000E+00,-4.22070E+00,+320.31E-03
-28.00000E+00,-4.26953E+00,+320.31E-03
-27.95000E+00,-4.31836E+00,+320.31E-03
-27.90000E+00,-4.36719E+00,+330.08E-03
-27.85000E+00,-4.41602E+00,+330.08E-03
-27.80000E+00,-4.45508E+00,+339.84E-03
-27.75000E+00,-4.50391E+00,+339.84E-03
-27.70000E+00,-4.55273E+00,+339.84E-03
-27.65000E+00,-4.60156E+00,+349.61E-03
-27.60000E+00,-4.65039E+00,+349.61E-03
-27.55000E+00,-4.68945E+00,+359.37E-03
-27.50000E+00,-4.73828E+00,+359.38E-03
-27.45000E+00,-4.78711E+00,+359.38E-03
-27.40000E+00,-4.82617E+00,+369.14E-03
-27.35000E+00,-4.87500E+00,+369.14E-03
-27.30000E+00,-4.92383E+00,+378.91E-03
-27.25000E+00,-4.97266E+00,+378.91E-03
-27.20000E+00,-5.02148E+00,+388.67E-03
-27.15000E+00,-5.07031E+00,+388.67E-03
-27.10000E+00,-5.11914E+00,+388.67E-03
-27.05000E+00,-5.17773E+00,+398.44E-03
-27.00000E+00,-5.22656E+00,+398.44E-03
-26.95000E+00,-5.28516E+00,+408.20E-03
-26.90000E+00,-5.33398E+00,+408.20E-03
-26.85000E+00,-5.37305E+00,+417.97E-03
-26.80000E+00,-5.42187E+00,+417.97E-03
-26.75000E+00,-5.47070E+00,+427.73E-03
-26.70000E+00,-5.51953E+00,+427.73E-03
-26.65000E+00,-5.56836E+00,+427.73E-03
-26.60000E+00,-5.61719E+00,+437.50E-03
-26.55000E+00,-5.66602E+00,+437.50E-03
-26.50000E+00,-5.71484E+00,+447.27E-03
-26.45000E+00,-5.76367E+00,+447.27E-03
-26.40000E+00,-5.81250E+00,+457.03E-03
-26.35000E+00,-5.86133E+00,+457.03E-03
-26.30000E+00,-5.91992E+00,+457.03E-03
-26.25000E+00,-5.96875E+00,+466.80E-03
-26.20000E+00,-6.01758E+00,+466.80E-03
-26.15000E+00,-6.07617E+00,+476.56E-03
-26.10000E+00,-6.12500E+00,+476.56E-03
-26.05000E+00,-6.16406E+00,+486.33E-03
-26.00000E+00,-6.21289E+00,+486.33E-03
-25.95000E+00,-6.26172E+00,+496.09E-03
-25.90000E+00,-6.32031E+00,+496.09E-03
-25.85000E+00,-6.36914E+00,+505.86E-03
-25.80000E+00,-6.41797E+00,+505.86E-03
-25.75000E+00,-6.46680E+00,+515.62E-03
-25.70000E+00,-6.52539E+00,+515.63E-03
-25.65000E+00,-6.57422E+00,+515.63E-03
-25.60000E+00,-6.62305E+00,+525.39E-03
-25.55000E+00,-6.67187E+00,+525.39E-03
-25.50000E+00,-6.72070E+00,+535.16E-03
-25.45000E+00,-6.76953E+00,+535.16E-03
-25.40000E+00,-6.81836E+00,+544.92E-03
-25.35000E+00,-6.86719E+00,+544.92E-03
-25.30000E+00,-6.90625E+00,+554.69E-03
-25.25000E+00,-6.96484E+00,+554.69E-03
-25.20000E+00,-7.01367E+00,+564.45E-03
-25.15000E+00,-7.06250E+00,+564.45E-03
-25.10000E+00,-7.12109E+00,+564.45E-03
-25.05000E+00,-7.16016E+00,+574.22E-03
-25.00000E+00,-7.20898E+00,+574.22E-03
-24.95000E+00,-7.25781E+00,+583.98E-03
-24.90000E+00,-7.29687E+00,+583.98E-03
-24.85000E+00,-7.35547E+00,+593.75E-03
-24.80000E+00,-7.40430E+00,+593.75E-03
-24.75000E+00,-7.45312E+00,+603.52E-03
-24.70000E+00,-7.49219E+00,+603.52E-03
-24.65000E+00,-7.54102E+00,+603.52E-03
-24.60000E+00,-7.59961E+00,+613.28E-03
-24.55000E+00,-7.64844E+00,+613.28E-03
-24.50000E+00,-7.69727E+00,+623.05E-03
-24.45000E+00,-7.74609E+00,+623.05E-03
-24.40000E+00,-7.79492E+00,+623.05E-03
-24.35000E+00,-7.81445E+00,+623.05E-03
-24.30000E+00,-7.76563E+00,+623.05E-03
-24.25000E+00,-7.71680E+00,+623.05E-03
-24.20000E+00,-7.66797E+00,+613.28E-03
-24.15000E+00,-7.61914E+00,+613.28E-03
-24.10000E+00,-7.57031E+00,+613.28E-03
-24.05000E+00,-7.52148E+00,+603.52E-03
-24.00000E+00,-7.47266E+00,+603.52E-03
-23.95000E+00,-7.42383E+00,+593.75E-03
-23.90000E+00,-7.37500E+00,+593.75E-03
-23.85000E+00,-7.32617E+00,+583.98E-03
-23.80000E+00,-7.27734E+00,+583.98E-03
-23.75000E+00,-7.23828E+00,+583.98E-03
-23.70000E+00,-7.18945E+00,+574.22E-03
-23.65000E+00,-7.14063E+00,+574.22E-03
-23.60000E+00,-7.09180E+00,+564.45E-03
-23.55000E+00,-7.04297E+00,+564.45E-03
-23.50000E+00,-6.99414E+00,+554.69E-03
-23.45000E+00,-6.93555E+00,+554.69E-03
-23.40000E+00,-6.88672E+00,+544.92E-03
-23.35000E+00,-6.83789E+00,+544.92E-03
-23.30000E+00,-6.78906E+00,+544.92E-03
-23.25000E+00,-6.74023E+00,+535.16E-03
-23.20000E+00,-6.70117E+00,+535.16E-03
-23.15000E+00,-6.64258E+00,+525.39E-03
-23.10000E+00,-6.59375E+00,+525.39E-03
-23.05000E+00,-6.54492E+00,+515.63E-03
-23.00000E+00,-6.49609E+00,+515.63E-03
-22.95000E+00,-6.44727E+00,+505.86E-03
-22.90000E+00,-6.39844E+00,+505.86E-03
-22.85000E+00,-6.33984E+00,+496.09E-03
-22.80000E+00,-6.29102E+00,+496.09E-03
-22.75000E+00,-6.24219E+00,+496.09E-03
-22.70000E+00,-6.18359E+00,+486.33E-03
-22.65000E+00,-6.14453E+00,+486.33E-03
-22.60000E+00,-6.09570E+00,+476.56E-03
-22.55000E+00,-6.03711E+00,+476.56E-03
-22.50000E+00,-5.98828E+00,+466.80E-03
-22.45000E+00,-5.93945E+00,+466.80E-03
-22.40000E+00,-5.88086E+00,+466.80E-03
-22.35000E+00,-5.83203E+00,+457.03E-03
-22.30000E+00,-5.78320E+00,+447.27E-03
-22.25000E+00,-5.73438E+00,+447.27E-03
-22.20000E+00,-5.68555E+00,+447.27E-03
-22.15000E+00,-5.64648E+00,+437.50E-03
-22.10000E+00,-5.59766E+00,+437.50E-03
-22.05000E+00,-5.54883E+00,+427.73E-03
-22.00000E+00,-5.50000E+00,+427.73E-03
-21.95000E+00,-5.45117E+00,+417.97E-03
-21.90000E+00,-5.40234E+00,+417.97E-03
-21.85000E+00,-5.35352E+00,+417.97E-03
-21.80000E+00,-5.30469E+00,+408.20E-03
-21.75000E+00,-5.25586E+00,+408.20E-03
-21.70000E+00,-5.20703E+00,+398.44E-03
-21.65000E+00,-5.14844E+00,+398.44E-03
-21.60000E+00,-5.09961E+00,+398.44E-03
-21.55000E+00,-5.04102E+00,+388.67E-03
-21.50000E+00,-4.99219E+00,+388.67E-03
-21.45000E+00,-4.94336E+00,+378.91E-03
-21.40000E+00,-4.89453E+00,+378.91E-03
-21.35000E+00,-4.85547E+00,+369.14E-03
-21.30000E+00,-4.80664E+00,+369.14E-03
-21.25000E+00,-4.75781E+00,+369.14E-03
-21.20000E+00,-4.71875E+00,+359.38E-03
-21.15000E+00,-4.66992E+00,+359.38E-03
-21.10000E+00,-4.63086E+00,+349.61E-03
-21.05000E+00,-4.58203E+00,+349.61E-03
-21.00000E+00,-4.53320E+00,+349.61E-03
-20.95000E+00,-4.48438E+00,+339.84E-03
-20.90000E+00,-4.43555E+00,+339.84E-03
-20.85000E+00,-4.39648E+00,+330.08E-03
-20.80000E+00,-4.34766E+00,+330.08E-03
-20.75000E+00,-4.28906E+00,+320.31E-03
-20.70000E+00,-4.24023E+00,+320.31E-03
-20.65000E+00,-4.20117E+00,+320.31E-03
-20.60000E+00,-4.15234E+00,+310.55E-03
-20.55000E+00,-4.10352E+00,+310.55E-03
-20.50000E+00,-4.05469E+00,+300.78E-03
-20.45000E+00,-4.00586E+00,+300.78E-03
-20.40000E+00,-3.95703E+00,+300.78E-03
-20.35000E+00,-3.90820E+00,+291.02E-03
-20.30000E+00,-3.85938E+00,+291.02E-03
-20.25000E+00,-3.81055E+00,+281.25E-03
-20.20000E+00,-3.76172E+00,+281.25E-03
-20.15000E+00,-3.70313E+00,+271.48E-03
-20.10000E+00,-3.65430E+00,+271.48E-03
-20.05000E+00,-3.60547E+00,+261.72E-03
-20.00000E+00,-3.54688E+00,+261.72E-03
-19.95000E+00,-3.49805E+00,+251.95E-03
-19.90000E+00,-3.45898E+00,+251.95E-03
-19.85000E+00,-3.41016E+00,+242.19E-03
-19.80000E+00,-3.36133E+00,+242.19E-03
-19.75000E+00,-3.31250E+00,+232.42E-03
-19.70000E+00,-3.26367E+00,+232.42E-03
-19.65000E+00,-3.21484E+00,+222.66E-03
-19.60000E+00,-3.17578E+00,+222.66E-03
-19.55000E+00,-3.12695E+00,+212.89E-03
-19.50000E+00,-3.06836E+00,+212.89E-03
-19.45000E+00,-3.01953E+00,+203.13E-03
-19.40000E+00,-2.97070E+00,+203.13E-03
-19.35000E+00,-2.92188E+00,+193.36E-03
-19.30000E+00,-2.87305E+00,+193.36E-03
-19.25000E+00,-2.81445E+00,+183.59E-03
-19.20000E+00,-2.76563E+00,+183.59E-03
-19.15000E+00,-2.71680E+00,+173.83E-03
-19.10000E+00,-2.67773E+00,+173.83E-03
-19.05000E+00,-2.62891E+00,+164.06E-03
-19.00000E+00,-2.58008E+00,+164.06E-03
-18.95000E+00,-2.52148E+00,+154.30E-03
-18.90000E+00,-2.47266E+00,+154.30E-03
-18.85000E+00,-2.41406E+00,+144.53E-03
-18.80000E+00,-2.36523E+00,+144.53E-03
-18.75000E+00,-2.31641E+00,+134.77E-03
-18.70000E+00,-2.26758E+00,+125.00E-03
-18.65000E+00,-2.21875E+00,+125.00E-03
-18.60000E+00,-2.16992E+00,+115.23E-03
-18.55000E+00,-2.12109E+00,+115.23E-03
-18.50000E+00,-2.07227E+00,+105.47E-03
-18.45000E+00,-2.02344E+00,+105.47E-03
-18.40000E+00,-1.97461E+00,+95.70E-03
-18.35000E+00,-1.93555E+00,+95.70E-03
-18.30000E+00,-1.88672E+00,+85.94E-03
-18.25000E+00,-1.84766E+00,+85.94E-03
-18.20000E+00,-1.79883E+00,+76.17E-03
-18.15000E+00,-1.75000E+00,+76.17E-03
-18.10000E+00,-1.70117E+00,+66.41E-03
-18.05000E+00,-1.66211E+00,+66.41E-03
-18.00000E+00,-1.61328E+00,+56.64E-03
-17.95000E+00,-1.56445E+00,+46.88E-03
-17.90000E+00,-1.51563E+00,+46.88E-03
-17.85000E+00,-1.47656E+00,+37.11E-03
-17.80000E+00,-1.42773E+00,+37.11E-03
-17.75000E+00,-1.37891E+00,+27.34E-03
-17.70000E+00,-1.33008E+00,+27.34E-03
