x-axis,IN,OUT
-40.70000E+00,-7.19922E+00,+6.55078E+00
-40.65000E+00,-7.17969E+00,+6.53125E+00
-40.60000E+00,-7.15039E+00,+6.50195E+00
-40.55000E+00,-7.13086E+00,+6.48242E+00
-40.50000E+00,-7.10156E+00,+6.45313E+00
-40.45000E+00,-7.07227E+00,+6.43359E+00
-40.40000E+00,-7.05273E+00,+6.40430E+00
-40.35000E+00,-7.02344E+00,+6.38477E+00
-40.30000E+00,-6.99414E+00,+6.36523E+00
-40.25000E+00,-6.97461E+00,+6.33594E+00
-40.20000E+00,-6.94531E+00,+6.31641E+00
-40.15000E+00,-6.91602E+00,+6.29688E+00
-40.10000E+00,-6.89648E+00,+6.26758E+00
-40.05000E+00,-6.86719E+00,+6.24805E+00
-40.00000E+00,-6.84766E+00,+6.21875E+00
-39.95000E+00,-6.81836E+00,+6.19922E+00
-39.90000E+00,-6.79883E+00,+6.16992E+00
-39.85000E+00,-6.76953E+00,+6.14063E+00
-39.80000E+00,-6.75000E+00,+6.11133E+00
-39.75000E+00,-6.72070E+00,+6.08203E+00
-39.70000E+00,-6.70117E+00,+6.06250E+00
-39.65000E+00,-6.67188E+00,+6.04297E+00
-39.60000E+00,-6.65234E+00,+6.01367E+00
-39.55000E+00,-6.62305E+00,+5.99414E+00
-39.50000E+00,-6.60352E+00,+5.96484E+00
-39.45000E+00,-6.57422E+00,+5.94531E+00
-39.40000E+00,-6.55469E+00,+5.92578E+00
-39.35000E+00,-6.52539E+00,+5.89648E+00
-39.30000E+00,-6.49609E+00,+5.87695E+00
-39.25000E+00,-6.47656E+00,+5.84766E+00
-39.20000E+00,-6.44727E+00,+5.82813E+00
-39.15000E+00,-6.42773E+00,+5.79883E+00
-39.10000E+00,-6.39844E+00,+5.76953E+00
-39.05000E+00,-6.36914E+00,+5.75000E+00
-39.00000E+00,-6.34961E+00,+5.72070E+00
-38.95000E+00,-6.32031E+00,+5.70117E+00
-38.90000E+00,-6.30078E+00,+5.67188E+00
-38.85000E+00,-6.27148E+00,+5.65234E+00
-38.80000E+00,-6.24219E+00,+5.63281E+00
-38.75000E+00,-6.22266E+00,+5.60352E+00
-38.70000E+00,-6.19336E+00,+5.58398E+00
-38.65000E+00,-6.17383E+00,+5.56445E+00
-38.60000E+00,-6.15430E+00,+5.53516E+00
-38.55000E+00,-6.12500E+00,+5.51563E+00
-38.50000E+00,-6.10547E+00,+5.48633E+00
-38.45000E+00,-6.07617E+00,+5.46680E+00
-38.40000E+00,-6.04688E+00,+5.43750E+00
-38.35000E+00,-6.01758E+00,+5.41797E+00
-38.30000E+00,-5.98828E+00,+5.38867E+00
-38.25000E+00,-5.96875E+00,+5.35938E+00
-38.20000E+00,-5.93945E+00,+5.33984E+00
-38.15000E+00,-5.91992E+00,+5.31055E+00
-38.10000E+00,-5.89063E+00,+5.28125E+00
-38.05000E+00,-5.86133E+00,+5.26172E+00
-38.00000E+00,-5.84180E+00,+5.22266E+00
-37.95000E+00,-5.81250E+00,+5.19336E+00
-37.90000E+00,-5.79297E+00,+5.17383E+00
-37.85000E+00,-5.76367E+00,+5.14453E+00
-37.80000E+00,-5.73438E+00,+5.12500E+00
-37.75000E+00,-5.71484E+00,+5.09570E+00
-37.70000E+00,-5.69531E+00,+5.07617E+00
-37.65000E+00,-5.66602E+00,+5.04688E+00
-37.60000E+00,-5.64648E+00,+5.01758E+00
-37.55000E+00,-5.61719E+00,+4.99805E+00
-37.50000E+00,-5.59766E+00,+4.96875E+00
-37.45000E+00,-5.56836E+00,+4.94922E+00
-37.40000E+00,-5.54883E+00,+4.91992E+00
-37.35000E+00,-5.51953E+00,+4.90039E+00
-37.30000E+00,-5.50000E+00,+4.88086E+00
-37.25000E+00,-5.48047E+00,+4.85156E+00
-37.20000E+00,-5.45117E+00,+4.83203E+00
-37.15000E+00,-5.42188E+00,+4.80273E+00
-37.10000E+00,-5.40234E+00,+4.78320E+00
-37.05000E+00,-5.37305E+00,+4.75391E+00
-37.00000E+00,-5.35352E+00,+4.72461E+00
-36.95000E+00,-5.33398E+00,+4.70508E+00
-36.90000E+00,-5.31445E+00,+4.67578E+00
-36.85000E+00,-5.28516E+00,+4.65625E+00
-36.80000E+00,-5.25586E+00,+4.62695E+00
-36.75000E+00,-5.22656E+00,+4.60742E+00
-36.70000E+00,-5.20703E+00,+4.57813E+00
-36.65000E+00,-5.17773E+00,+4.54883E+00
-36.60000E+00,-5.14844E+00,+4.52930E+00
-36.55000E+00,-5.12891E+00,+4.50000E+00
-36.50000E+00,-5.09961E+00,+4.48047E+00
-36.45000E+00,-5.08008E+00,+4.45117E+00
-36.40000E+00,-5.05078E+00,+4.42188E+00
-36.35000E+00,-5.02148E+00,+4.40234E+00
-36.30000E+00,-5.00195E+00,+4.37305E+00
-36.25000E+00,-4.97266E+00,+4.35352E+00
-36.20000E+00,-4.94336E+00,+4.32422E+00
-36.15000E+00,-4.92383E+00,+4.30469E+00
-36.10000E+00,-4.90430E+00,+4.27539E+00
-36.05000E+00,-4.87500E+00,+4.25586E+00
-36.00000E+00,-4.85547E+00,+4.22656E+00
-35.95000E+00,-4.82617E+00,+4.19727E+00
-35.90000E+00,-4.80664E+00,+4.17773E+00
-35.85000E+00,-4.77734E+00,+4.15820E+00
-35.80000E+00,-4.75781E+00,+4.13867E+00
-35.75000E+00,-4.73828E+00,+4.10938E+00
-35.70000E+00,-4.71875E+00,+4.08984E+00
-35.65000E+00,-4.69922E+00,+4.06055E+00
-35.60000E+00,-4.67969E+00,+4.04102E+00
-35.55000E+00,-4.65039E+00,+4.01172E+00
-35.50000E+00,-4.63086E+00,+3.99219E+00
-35.45000E+00,-4.61133E+00,+3.97266E+00
-35.40000E+00,-4.58203E+00,+3.94336E+00
-35.35000E+00,-4.56250E+00,+3.91406E+00
-35.30000E+00,-4.53320E+00,+3.89453E+00
-35.25000E+00,-4.51367E+00,+3.87500E+00
-35.20000E+00,-4.48438E+00,+3.84570E+00
-35.15000E+00,-4.46484E+00,+3.82617E+00
-35.10000E+00,-4.43555E+00,+3.79688E+00
-35.05000E+00,-4.41602E+00,+3.76758E+00
-35.00000E+00,-4.39648E+00,+3.73828E+00
-34.95000E+00,-4.37695E+00,+3.71875E+00
-34.90000E+00,-4.34766E+00,+3.68945E+00
-34.85000E+00,-4.32813E+00,+3.66016E+00
-34.80000E+00,-4.29883E+00,+3.64063E+00
-34.75000E+00,-4.26953E+00,+3.61133E+00
-34.70000E+00,-4.25000E+00,+3.59180E+00
-34.65000E+00,-4.22070E+00,+3.56250E+00
-34.60000E+00,-4.20117E+00,+3.53320E+00
-34.55000E+00,-4.17188E+00,+3.51367E+00
-34.50000E+00,-4.15234E+00,+3.48438E+00
-34.45000E+00,-4.12305E+00,+3.46484E+00
-34.40000E+00,-4.10352E+00,+3.43555E+00
-34.35000E+00,-4.08398E+00,+3.41602E+00
-34.30000E+00,-4.05469E+00,+3.38672E+00
-34.25000E+00,-4.03516E+00,+3.36719E+00
-34.20000E+00,-4.01563E+00,+3.34766E+00
-34.15000E+00,-3.98633E+00,+3.31836E+00
-34.10000E+00,-3.96680E+00,+3.29883E+00
-34.05000E+00,-3.93750E+00,+3.27930E+00
-34.00000E+00,-3.91797E+00,+3.25000E+00
-33.95000E+00,-3.88867E+00,+3.23047E+00
-33.90000E+00,-3.85938E+00,+3.21094E+00
-33.85000E+00,-3.83984E+00,+3.19141E+00
-33.80000E+00,-3.81055E+00,+3.16211E+00
-33.75000E+00,-3.79102E+00,+3.14258E+00
-33.70000E+00,-3.76172E+00,+3.12305E+00
-33.65000E+00,-3.74219E+00,+3.09375E+00
-33.60000E+00,-3.71289E+00,+3.07422E+00
-33.55000E+00,-3.68359E+00,+3.05469E+00
-33.50000E+00,-3.65430E+00,+3.02539E+00
-33.45000E+00,-3.63477E+00,+3.00586E+00
-33.40000E+00,-3.60547E+00,+2.97656E+00
-33.35000E+00,-3.58594E+00,+2.95703E+00
-33.30000E+00,-3.55664E+00,+2.93750E+00
-33.25000E+00,-3.53711E+00,+2.91797E+00
-33.20000E+00,-3.51758E+00,+2.89844E+00
-33.15000E+00,-3.48828E+00,+2.86914E+00
-33.10000E+00,-3.46875E+00,+2.84961E+00
-33.05000E+00,-3.43945E+00,+2.83008E+00
-33.00000E+00,-3.41016E+00,+2.80078E+00
-32.95000E+00,-3.39063E+00,+2.78125E+00
-32.90000E+00,-3.36133E+00,+2.76172E+00
-32.85000E+00,-3.34180E+00,+2.73242E+00
-32.80000E+00,-3.32227E+00,+2.70313E+00
-32.75000E+00,-3.29297E+00,+2.68359E+00
-32.70000E+00,-3.26367E+00,+2.65430E+00
-32.65000E+00,-3.24414E+00,+2.63477E+00
-32.60000E+00,-3.21484E+00,+2.60547E+00
-32.55000E+00,-3.19531E+00,+2.58594E+00
-32.50000E+00,-3.17578E+00,+2.55664E+00
-32.45000E+00,-3.14648E+00,+2.53711E+00
-32.40000E+00,-3.12695E+00,+2.50781E+00
-32.35000E+00,-3.09766E+00,+2.47852E+00
-32.30000E+00,-3.07813E+00,+2.45898E+00
-32.25000E+00,-3.04883E+00,+2.43945E+00
-32.20000E+00,-3.01953E+00,+2.41016E+00
-32.15000E+00,-3.00000E+00,+2.38086E+00
-32.10000E+00,-2.97070E+00,+2.36133E+00
-32.05000E+00,-2.95117E+00,+2.33203E+00
-32.00000E+00,-2.92188E+00,+2.31250E+00
-31.95000E+00,-2.89258E+00,+2.28320E+00
-31.90000E+00,-2.86328E+00,+2.25391E+00
-31.85000E+00,-2.84375E+00,+2.22461E+00
-31.80000E+00,-2.81445E+00,+2.19531E+00
-31.75000E+00,-2.79492E+00,+2.17578E+00
-31.70000E+00,-2.76563E+00,+2.15625E+00
-31.65000E+00,-2.74609E+00,+2.12695E+00
-31.60000E+00,-2.71680E+00,+2.10742E+00
-31.55000E+00,-2.69727E+00,+2.07813E+00
-31.50000E+00,-2.67773E+00,+2.05859E+00
-31.45000E+00,-2.64844E+00,+2.03906E+00
-31.40000E+00,-2.62891E+00,+2.00977E+00
-31.35000E+00,-2.59961E+00,+1.99023E+00
-31.30000E+00,-2.58008E+00,+1.97070E+00
-31.25000E+00,-2.55078E+00,+1.94141E+00
-31.20000E+00,-2.53125E+00,+1.92188E+00
-31.15000E+00,-2.50195E+00,+1.89258E+00
-31.10000E+00,-2.47266E+00,+1.87305E+00
-31.05000E+00,-2.44336E+00,+1.84375E+00
-31.00000E+00,-2.41406E+00,+1.81445E+00
-30.95000E+00,-2.39453E+00,+1.79492E+00
-30.90000E+00,-2.36523E+00,+1.76563E+00
-30.85000E+00,-2.34570E+00,+1.73633E+00
-30.80000E+00,-2.31641E+00,+1.71680E+00
-30.75000E+00,-2.29688E+00,+1.68750E+00
-30.70000E+00,-2.26758E+00,+1.66797E+00
-30.65000E+00,-2.24805E+00,+1.63867E+00
-30.60000E+00,-2.21875E+00,+1.61914E+00
-30.55000E+00,-2.19922E+00,+1.58984E+00
-30.50000E+00,-2.16992E+00,+1.56055E+00
-30.45000E+00,-2.14063E+00,+1.54102E+00
-30.40000E+00,-2.12109E+00,+1.51172E+00
-30.35000E+00,-2.10156E+00,+1.49219E+00
-30.30000E+00,-2.07227E+00,+1.46289E+00
-30.25000E+00,-2.05273E+00,+1.44336E+00
-30.20000E+00,-2.03320E+00,+1.41406E+00
-30.15000E+00,-2.00391E+00,+1.39453E+00
-30.10000E+00,-1.98438E+00,+1.36523E+00
-30.05000E+00,-1.95508E+00,+1.33594E+00
-30.00000E+00,-1.93555E+00,+1.31641E+00
-29.95000E+00,-1.91602E+00,+1.29688E+00
-29.90000E+00,-1.89648E+00,+1.26758E+00
-29.85000E+00,-1.87695E+00,+1.23828E+00
-29.80000E+00,-1.84766E+00,+1.21875E+00
-29.75000E+00,-1.82813E+00,+1.18945E+00
-29.70000E+00,-1.80859E+00,+1.16016E+00
-29.65000E+00,-1.78906E+00,+1.14063E+00
-29.60000E+00,-1.75977E+00,+1.12109E+00
-29.55000E+00,-1.74023E+00,+1.09180E+00
-29.50000E+00,-1.71094E+00,+1.07227E+00
-29.45000E+00,-1.69141E+00,+1.05273E+00
-29.40000E+00,-1.66211E+00,+1.02344E+00
-29.35000E+00,-1.64258E+00,+1.00391E+00
-29.30000E+00,-1.61328E+00,+974.61E-03
-29.25000E+00,-1.59375E+00,+945.31E-03
-29.20000E+00,-1.57422E+00,+925.78E-03
-29.15000E+00,-1.54492E+00,+896.48E-03
-29.10000E+00,-1.52539E+00,+876.95E-03
-29.05000E+00,-1.50586E+00,+847.66E-03
-29.00000E+00,-1.47656E+00,+828.13E-03
-28.95000E+00,-1.45703E+00,+808.59E-03
-28.90000E+00,-1.43750E+00,+789.06E-03
-28.85000E+00,-1.40820E+00,+759.77E-03
-28.80000E+00,-1.38867E+00,+740.23E-03
-28.75000E+00,-1.35938E+00,+720.70E-03
-28.70000E+00,-1.33984E+00,+701.17E-03
-28.65000E+00,-1.32031E+00,+671.88E-03
-28.60000E+00,-1.29102E+00,+652.34E-03
-28.55000E+00,-1.27148E+00,+632.81E-03
-28.50000E+00,-1.24219E+00,+613.28E-03
-28.45000E+00,-1.22266E+00,+593.75E-03
-28.40000E+00,-1.20313E+00,+574.22E-03
-28.35000E+00,-1.17383E+00,+554.69E-03
-28.30000E+00,-1.15430E+00,+525.39E-03
-28.25000E+00,-1.13477E+00,+505.86E-03
-28.20000E+00,-1.11523E+00,+486.33E-03
-28.15000E+00,-1.09570E+00,+457.03E-03
-28.10000E+00,-1.06641E+00,+437.50E-03
-28.05000E+00,-1.04688E+00,+417.97E-03
-28.00000E+00,-1.01758E+00,+398.44E-03
-27.95000E+00,-998.05E-03,+378.91E-03
-27.90000E+00,-968.75E-03,+359.38E-03
-27.85000E+00,-949.22E-03,+339.84E-03
-27.80000E+00,-919.92E-03,+320.31E-03
-27.75000E+00,-900.39E-03,+300.78E-03
-27.70000E+00,-880.86E-03,+271.48E-03
-27.65000E+00,-851.56E-03,+251.95E-03
-27.60000E+00,-822.27E-03,+222.66E-03
-27.55000E+00,-792.97E-03,+203.13E-03
-27.50000E+00,-773.44E-03,+173.83E-03
-27.45000E+00,-753.91E-03,+154.30E-03
-27.40000E+00,-724.61E-03,+125.00E-03
-27.35000E+00,-705.08E-03,+95.70E-03
-27.30000E+00,-685.55E-03,+76.17E-03
-27.25000E+00,-656.25E-03,+46.88E-03
-27.20000E+00,-636.72E-03,+17.58E-03
-27.15000E+00,-607.42E-03,-1.95E-03
-27.10000E+00,-587.89E-03,-31.25E-03
-27.05000E+00,-558.59E-03,-50.78E-03
-27.00000E+00,-539.06E-03,-70.31E-03
-26.95000E+00,-519.53E-03,-89.84E-03
-26.90000E+00,-490.23E-03,-109.37E-03
-26.85000E+00,-470.70E-03,-138.67E-03
-26.80000E+00,-441.41E-03,-158.20E-03
-26.75000E+00,-412.11E-03,-187.50E-03
-26.70000E+00,-382.81E-03,-207.03E-03
-26.65000E+00,-363.28E-03,-236.33E-03
-26.60000E+00,-333.98E-03,-255.86E-03
-26.55000E+00,-304.69E-03,-285.16E-03
-26.50000E+00,-285.16E-03,-304.69E-03
-26.45000E+00,-255.86E-03,-324.22E-03
-26.40000E+00,-226.56E-03,-353.52E-03
-26.35000E+00,-207.03E-03,-373.05E-03
-26.30000E+00,-177.73E-03,-402.34E-03
-26.25000E+00,-158.20E-03,-421.87E-03
-26.20000E+00,-128.91E-03,-441.41E-03
-26.15000E+00,-109.38E-03,-460.94E-03
-26.10000E+00,-80.08E-03,-490.23E-03
-26.05000E+00,-60.55E-03,-509.77E-03
-26.00000E+00,-31.25E-03,-529.30E-03
-25.95000E+00,-11.72E-03,-558.59E-03
-25.90000E+00,+7.81E-03,-578.12E-03
-25.85000E+00,+37.11E-03,-597.66E-03
-25.80000E+00,+56.64E-03,-626.95E-03
-25.75000E+00,+76.17E-03,-646.48E-03
-25.70000E+00,+105.47E-03,-675.78E-03
-25.65000E+00,+134.77E-03,-695.31E-03
-25.60000E+00,+154.30E-03,-724.61E-03
-25.55000E+00,+183.59E-03,-744.14E-03
-25.50000E+00,+212.89E-03,-763.67E-03
-25.45000E+00,+232.42E-03,-792.97E-03
-25.40000E+00,+261.72E-03,-812.50E-03
-25.35000E+00,+281.25E-03,-841.80E-03
-25.30000E+00,+310.55E-03,-861.33E-03
-25.25000E+00,+339.84E-03,-890.62E-03
-25.20000E+00,+359.37E-03,-919.92E-03
-25.15000E+00,+388.67E-03,-939.45E-03
-25.10000E+00,+408.20E-03,-968.75E-03
-25.05000E+00,+437.50E-03,-988.28E-03
-25.00000E+00,+457.03E-03,-1.01758E+00
-24.95000E+00,+486.33E-03,-1.04687E+00
-24.90000E+00,+505.86E-03,-1.06641E+00
-24.85000E+00,+535.16E-03,-1.09570E+00
-24.80000E+00,+554.69E-03,-1.11523E+00
-24.75000E+00,+574.22E-03,-1.14453E+00
-24.70000E+00,+603.52E-03,-1.16406E+00
-24.65000E+00,+623.05E-03,-1.19336E+00
-24.60000E+00,+652.34E-03,-1.21289E+00
-24.55000E+00,+671.87E-03,-1.24219E+00
-24.50000E+00,+701.17E-03,-1.27148E+00
-24.45000E+00,+720.70E-03,-1.29102E+00
-24.40000E+00,+740.23E-03,-1.32031E+00
-24.35000E+00,+769.53E-03,-1.34961E+00
-24.30000E+00,+789.06E-03,-1.36914E+00
-24.25000E+00,+818.36E-03,-1.39844E+00
-24.20000E+00,+837.89E-03,-1.42773E+00
-24.15000E+00,+867.19E-03,-1.44727E+00
-24.10000E+00,+896.48E-03,-1.47656E+00
-24.05000E+00,+925.78E-03,-1.49609E+00
-24.00000E+00,+945.31E-03,-1.52539E+00
-23.95000E+00,+974.61E-03,-1.55469E+00
-23.90000E+00,+1.00391E+00,-1.57422E+00
-23.85000E+00,+1.02344E+00,-1.60352E+00
-23.80000E+00,+1.05273E+00,-1.63281E+00
-23.75000E+00,+1.07227E+00,-1.65234E+00
-23.70000E+00,+1.10156E+00,-1.67187E+00
-23.65000E+00,+1.12109E+00,-1.70117E+00
-23.60000E+00,+1.15039E+00,-1.72070E+00
-23.55000E+00,+1.16992E+00,-1.74023E+00
-23.50000E+00,+1.18945E+00,-1.76953E+00
-23.45000E+00,+1.20898E+00,-1.78906E+00
-23.40000E+00,+1.23828E+00,-1.80859E+00
-23.35000E+00,+1.25781E+00,-1.82812E+00
-23.30000E+00,+1.27734E+00,-1.85742E+00
-23.25000E+00,+1.29687E+00,-1.87695E+00
-23.20000E+00,+1.32617E+00,-1.89648E+00
-23.15000E+00,+1.34570E+00,-1.92578E+00
-23.10000E+00,+1.36523E+00,-1.94531E+00
-23.05000E+00,+1.39453E+00,-1.96484E+00
-23.00000E+00,+1.41406E+00,-1.99414E+00
-22.95000E+00,+1.44336E+00,-2.02344E+00
-22.90000E+00,+1.46289E+00,-2.04297E+00
-22.85000E+00,+1.48242E+00,-2.07227E+00
-22.80000E+00,+1.50195E+00,-2.09180E+00
-22.75000E+00,+1.53125E+00,-2.12109E+00
-22.70000E+00,+1.55078E+00,-2.14062E+00
-22.65000E+00,+1.57031E+00,-2.16992E+00
-22.60000E+00,+1.59961E+00,-2.18945E+00
-22.55000E+00,+1.61914E+00,-2.21875E+00
-22.50000E+00,+1.64844E+00,-2.23828E+00
-22.45000E+00,+1.66797E+00,-2.26758E+00
-22.40000E+00,+1.69727E+00,-2.29687E+00
-22.35000E+00,+1.71680E+00,-2.31641E+00
-22.30000E+00,+1.74609E+00,-2.34570E+00
-22.25000E+00,+1.76562E+00,-2.37500E+00
-22.20000E+00,+1.79492E+00,-2.39453E+00
-22.15000E+00,+1.81445E+00,-2.42383E+00
-22.10000E+00,+1.84375E+00,-2.45312E+00
-22.05000E+00,+1.86328E+00,-2.47266E+00
-22.00000E+00,+1.89258E+00,-2.50195E+00
-21.95000E+00,+1.91211E+00,-2.53125E+00
-21.90000E+00,+1.94141E+00,-2.55078E+00
-21.85000E+00,+1.96094E+00,-2.57031E+00
-21.80000E+00,+1.99023E+00,-2.59961E+00
-21.75000E+00,+2.00977E+00,-2.61914E+00
-21.70000E+00,+2.03906E+00,-2.64844E+00
-21.65000E+00,+2.05859E+00,-2.66797E+00
-21.60000E+00,+2.08789E+00,-2.69727E+00
-21.55000E+00,+2.10742E+00,-2.71680E+00
-21.50000E+00,+2.13672E+00,-2.74609E+00
-21.45000E+00,+2.15625E+00,-2.76562E+00
-21.40000E+00,+2.18555E+00,-2.79492E+00
-21.35000E+00,+2.20508E+00,-2.81445E+00
-21.30000E+00,+2.23437E+00,-2.83398E+00
-21.25000E+00,+2.26367E+00,-2.86328E+00
-21.20000E+00,+2.28320E+00,-2.88281E+00
-21.15000E+00,+2.31250E+00,-2.90234E+00
-21.10000E+00,+2.33203E+00,-2.93164E+00
-21.05000E+00,+2.36133E+00,-2.95117E+00
-21.00000E+00,+2.38086E+00,-2.97070E+00
-20.95000E+00,+2.41016E+00,-2.99023E+00
-20.90000E+00,+2.43945E+00,-3.00977E+00
-20.85000E+00,+2.45898E+00,-3.03906E+00
-20.80000E+00,+2.48828E+00,-3.05859E+00
-20.75000E+00,+2.50781E+00,-3.07812E+00
-20.70000E+00,+2.53711E+00,-3.10742E+00
-20.65000E+00,+2.55664E+00,-3.12695E+00
-20.60000E+00,+2.58594E+00,-3.14648E+00
-20.55000E+00,+2.60547E+00,-3.16602E+00
-20.50000E+00,+2.62500E+00,-3.19531E+00
-20.45000E+00,+2.65430E+00,-3.21484E+00
-20.40000E+00,+2.67383E+00,-3.23437E+00
-20.35000E+00,+2.70312E+00,-3.25391E+00
-20.30000E+00,+2.72266E+00,-3.28320E+00
-20.25000E+00,+2.75195E+00,-3.30273E+00
-20.20000E+00,+2.77148E+00,-3.32227E+00
-20.15000E+00,+2.80078E+00,-3.35156E+00
-20.10000E+00,+2.83008E+00,-3.37109E+00
-20.05000E+00,+2.84961E+00,-3.40039E+00
-20.00000E+00,+2.87891E+00,-3.42969E+00
-19.95000E+00,+2.89844E+00,-3.45898E+00
-19.90000E+00,+2.91797E+00,-3.48828E+00
-19.85000E+00,+2.94727E+00,-3.51758E+00
-19.80000E+00,+2.96680E+00,-3.53711E+00
-19.75000E+00,+2.99609E+00,-3.56641E+00
-19.70000E+00,+3.02539E+00,-3.59570E+00
-19.65000E+00,+3.04492E+00,-3.61523E+00
-19.60000E+00,+3.07422E+00,-3.63477E+00
-19.55000E+00,+3.09375E+00,-3.66406E+00
-19.50000E+00,+3.12305E+00,-3.68359E+00
-19.45000E+00,+3.14258E+00,-3.70312E+00
-19.40000E+00,+3.17187E+00,-3.73242E+00
-19.35000E+00,+3.19141E+00,-3.76172E+00
-19.30000E+00,+3.22070E+00,-3.78125E+00
-19.25000E+00,+3.24023E+00,-3.81055E+00
-19.20000E+00,+3.26953E+00,-3.83008E+00
-19.15000E+00,+3.29883E+00,-3.85937E+00
-19.10000E+00,+3.31836E+00,-3.88867E+00
-19.05000E+00,+3.34766E+00,-3.90820E+00
-19.00000E+00,+3.37695E+00,-3.93750E+00
-18.95000E+00,+3.40625E+00,-3.95703E+00
-18.90000E+00,+3.43555E+00,-3.98633E+00
-18.85000E+00,+3.45508E+00,-4.00586E+00
-18.80000E+00,+3.48437E+00,-4.03516E+00
-18.75000E+00,+3.50391E+00,-4.05469E+00
-18.70000E+00,+3.53320E+00,-4.08398E+00
-18.65000E+00,+3.55273E+00,-4.10352E+00
-18.60000E+00,+3.58203E+00,-4.12305E+00
-18.55000E+00,+3.60156E+00,-4.15234E+00
-18.50000E+00,+3.63086E+00,-4.17187E+00
-18.45000E+00,+3.65039E+00,-4.20117E+00
