1.00000000000000e+001,1.27386224335123e+002,9.00000008203529e+001
1.02329299228075e+001,1.27186224333069e+002,9.00000008394614e+001
1.04712854805090e+001,1.26986224330918e+002,9.00000008590150e+001
1.07151930523761e+001,1.26786224328665e+002,9.00000008790240e+001
1.09647819614319e+001,1.26586224326307e+002,9.00000008994991e+001
1.12201845430196e+001,1.26386224323837e+002,9.00000009204511e+001
1.14815362149688e+001,1.26186224321250e+002,9.00000009418912e+001
1.17489755493953e+001,1.25986224318542e+002,9.00000009638306e+001
1.20226443461741e+001,1.25786224315707e+002,9.00000009862811e+001
1.23026877081238e+001,1.25586224312737e+002,9.00000010092546e+001
1.25892541179417e+001,1.25386224309628e+002,9.00000010327631e+001
1.28824955169313e+001,1.25186224306372e+002,9.00000010568193e+001
1.31825673855641e+001,1.24986224302963e+002,9.00000010814358e+001
1.34896288259165e+001,1.24786224299393e+002,9.00000011066256e+001
1.38038426460288e+001,1.24586224295654e+002,9.00000011324023e+001
1.41253754462275e+001,1.24386224291740e+002,9.00000011587793e+001
1.44543977074593e+001,1.24186224287641e+002,9.00000011857707e+001
1.47910838816821e+001,1.23986224283349e+002,9.00000012133909e+001
1.51356124843621e+001,1.23786224278855e+002,9.00000012416544e+001
1.54881661891248e+001,1.23586224274148e+002,9.00000012705762e+001
1.58489319246111e+001,1.23386224269220e+002,9.00000013001718e+001
1.62181009735893e+001,1.23186224264060e+002,9.00000013304567e+001
1.65958690743756e+001,1.22986224258657e+002,9.00000013614470e+001
1.69824365246174e+001,1.22786224252999e+002,9.00000013931592e+001
1.73780082874937e+001,1.22586224247074e+002,9.00000014256100e+001
1.77827941003892e+001,1.22386224240870e+002,9.00000014588167e+001
1.81970085860998e+001,1.22186224234374e+002,9.00000014927969e+001
1.86208713666287e+001,1.21986224227571e+002,9.00000015275686e+001
1.90546071796325e+001,1.21786224220448e+002,9.00000015631503e+001
1.94984459975804e+001,1.21586224212989e+002,9.00000015995607e+001
1.99526231496888e+001,1.21386224205179e+002,9.00000016368193e+001
2.04173794466953e+001,1.21186224197001e+002,9.00000016749457e+001
2.08929613085404e+001,1.20986224188437e+002,9.00000017139602e+001
2.13796208950223e+001,1.20786224179469e+002,9.00000017538835e+001
2.18776162394955e+001,1.20586224170079e+002,9.00000017947367e+001
2.23872113856834e+001,1.20386224160247e+002,9.00000018365415e+001
2.29086765276777e+001,1.20186224149951e+002,9.00000018793200e+001
2.34422881531992e+001,1.19986224139169e+002,9.00000019230950e+001
2.39883291901949e+001,1.19786224127880e+002,9.00000019678896e+001
2.45470891568503e+001,1.19586224116059e+002,9.00000020137277e+001
2.51188643150958e+001,1.19386224103680e+002,9.00000020606334e+001
2.57039578276886e+001,1.19186224090718e+002,9.00000021086317e+001
2.63026799189538e+001,1.18986224077145e+002,9.00000021577481e+001
2.69153480392691e+001,1.18786224062933e+002,9.00000022080085e+001
2.75422870333816e+001,1.18586224048051e+002,9.00000022594396e+001
2.81838293126445e+001,1.18386224032467e+002,9.00000023120688e+001
2.88403150312660e+001,1.18186224016149e+002,9.00000023659238e+001
2.95120922666638e+001,1.17986223999062e+002,9.00000024210332e+001
3.01995172040201e+001,1.17786223981170e+002,9.00000024774263e+001
3.09029543251359e+001,1.17586223962434e+002,9.00000025351330e+001
3.16227766016838e+001,1.17386223942815e+002,9.00000025941839e+001
3.23593656929628e+001,1.17186223922272e+002,9.00000026546102e+001
3.31131121482591e+001,1.16986223900761e+002,9.00000027164440e+001
3.38844156139202e+001,1.16786223878235e+002,9.00000027797181e+001
3.46736850452531e+001,1.16586223854649e+002,9.00000028444661e+001
3.54813389233575e+001,1.16386223829950e+002,9.00000029107222e+001
3.63078054770101e+001,1.16186223804088e+002,9.00000029785217e+001
3.71535229097172e+001,1.15986223777007e+002,9.00000030479004e+001
3.80189396320561e+001,1.15786223748649e+002,9.00000031188951e+001
3.89045144994280e+001,1.15586223718955e+002,9.00000031915435e+001
3.98107170553497e+001,1.15386223687862e+002,9.00000032658841e+001
4.07380277804112e+001,1.15186223655303e+002,9.00000033419563e+001
4.16869383470335e+001,1.14986223621210e+002,9.00000034198005e+001
4.26579518801592e+001,1.14786223585510e+002,9.00000034994579e+001
4.36515832240165e+001,1.14586223548127e+002,9.00000035809708e+001
4.46683592150962e+001,1.14386223508983e+002,9.00000036643823e+001
4.57088189614874e+001,1.14186223467994e+002,9.00000037497368e+001
4.67735141287197e+001,1.13986223425073e+002,9.00000038370794e+001
4.78630092322638e+001,1.13786223380129e+002,9.00000039264565e+001
4.89778819368445e+001,1.13586223333067e+002,9.00000040179154e+001
5.01187233627271e+001,1.13386223283787e+002,9.00000041115047e+001
5.12861383991364e+001,1.13186223232185e+002,9.00000042072740e+001
5.24807460249772e+001,1.12986223178151e+002,9.00000043052741e+001
5.37031796370252e+001,1.12786223121570e+002,9.00000044055568e+001
5.49540873857624e+001,1.12586223062323e+002,9.00000045081755e+001
5.62341325190348e+001,1.12386223000283e+002,9.00000046131844e+001
5.75439937337156e+001,1.12186222935320e+002,9.00000047206393e+001
5.88843655355588e+001,1.11986222867295e+002,9.00000048305972e+001
6.02559586074357e+001,1.11786222796064e+002,9.00000049431163e+001
6.16595001861481e+001,1.11586222721476e+002,9.00000050582563e+001
6.30957344480192e+001,1.11386222643373e+002,9.00000051760783e+001
6.45654229034654e+001,1.11186222561589e+002,9.00000052966447e+001
6.60693448007595e+001,1.10986222475950e+002,9.00000054200195e+001
6.76082975391980e+001,1.10786222386276e+002,9.00000055462681e+001
6.91830970918935e+001,1.10586222292375e+002,9.00000056754573e+001
7.07945784384136e+001,1.10386222194049e+002,9.00000058076558e+001
7.24435960074988e+001,1.10186222091089e+002,9.00000059429336e+001
7.41310241300916e+001,1.09986221983277e+002,9.00000060813624e+001
7.58577575029182e+001,1.09786221870383e+002,9.00000062230156e+001
7.76247116628690e+001,1.09586221752169e+002,9.00000063679684e+001
7.94328234724279e+001,1.09386221628384e+002,9.00000065162975e+001
8.12830516164097e+001,1.09186221498765e+002,9.00000066680817e+001
8.31763771102669e+001,1.08986221363037e+002,9.00000068234014e+001
8.51138038202374e+001,1.08786221220913e+002,9.00000069823390e+001
8.70963589956078e+001,1.08586221072090e+002,9.00000071449788e+001
8.91250938133743e+001,1.08386220916254e+002,9.00000073114069e+001
9.12010839355907e+001,1.08186220753073e+002,9.00000074817116e+001
9.33254300796988e+001,1.07986220582202e+002,9.00000076559833e+001
