1.00000000000000e+000,-2.00001069947138e+001,1.79999930328007e+002
1.07977516232771e+000,-2.00001069947139e+001,1.79999924769912e+002
1.16591440117983e+000,-2.00001069947140e+001,1.79999918768420e+002
1.25892541179417e+000,-2.00001069947141e+001,1.79999912288157e+002
1.35935639087853e+000,-2.00001069947142e+001,1.79999905290931e+002
1.46779926762207e+000,-2.00001069947144e+001,1.79999897735500e+002
1.58489319246111e+000,-2.00001069947145e+001,1.79999889577332e+002
1.71132830416178e+000,-2.00001069947147e+001,1.79999880768346e+002
1.84784979742229e+000,-2.00001069947150e+001,1.79999871256622e+002
1.99526231496888e+000,-2.00001069947152e+001,1.79999860986098e+002
2.15443469003188e+000,-2.00001069947155e+001,1.79999849896241e+002
2.32630506715363e+000,-2.00001069947159e+001,1.79999837921689e+002
2.51188643150958e+000,-2.00001069947163e+001,1.79999824991866e+002
2.71227257933203e+000,-2.00001069947168e+001,1.79999811030563e+002
2.92864456462524e+000,-2.00001069947174e+001,1.79999795955496e+002
3.16227766016838e+000,-2.00001069947180e+001,1.79999779677813e+002
3.41454887383360e+000,-2.00001069947188e+001,1.79999762101574e+002
3.68694506451958e+000,-2.00001069947196e+001,1.79999743123189e+002
3.98107170553497e+000,-2.00001069947207e+001,1.79999722630799e+002
4.29866234708228e+000,-2.00001069947219e+001,1.79999700503626e+002
4.64158883361278e+000,-2.00001069947233e+001,1.79999676611255e+002
5.01187233627272e+000,-2.00001069947250e+001,1.79999650812865e+002
5.41169526546464e+000,-2.00001069947269e+001,1.79999622956405e+002
5.84341413373518e+000,-2.00001069947291e+001,1.79999592877691e+002
6.30957344480193e+000,-2.00001069947317e+001,1.79999560399442e+002
6.81292069057961e+000,-2.00001069947348e+001,1.79999525330236e+002
7.35642254459641e+000,-2.00001069947383e+001,1.79999487463379e+002
7.94328234724281e+000,-2.00001069947425e+001,1.79999446575687e+002
8.57695898590894e+000,-2.00001069947473e+001,1.79999402426172e+002
9.26118728128793e+000,-2.00001069947529e+001,1.79999354754623e+002
1.00000000000000e+001,-2.00001069947595e+001,1.79999303280069e+002
1.07977516232771e+001,-2.00001069947671e+001,1.79999247699123e+002
1.16591440117983e+001,-2.00001069947761e+001,1.79999187684198e+002
1.25892541179417e+001,-2.00001069947865e+001,1.79999122881574e+002
1.35935639087853e+001,-2.00001069947986e+001,1.79999052909309e+002
1.46779926762207e+001,-2.00001069948127e+001,1.79998977354995e+002
1.58489319246111e+001,-2.00001069948292e+001,1.79998895773324e+002
1.71132830416178e+001,-2.00001069948484e+001,1.79998807683461e+002
1.84784979742229e+001,-2.00001069948708e+001,1.79998712566216e+002
1.99526231496888e+001,-2.00001069948969e+001,1.79998609860977e+002
2.15443469003188e+001,-2.00001069949274e+001,1.79998498962411e+002
2.32630506715363e+001,-2.00001069949629e+001,1.79998379216893e+002
2.51188643150958e+001,-2.00001069950043e+001,1.79998249918658e+002
2.71227257933203e+001,-2.00001069950526e+001,1.79998110305635e+002
2.92864456462524e+001,-2.00001069951088e+001,1.79997959554960e+002
3.16227766016838e+001,-2.00001069951744e+001,1.79997796778125e+002
3.41454887383360e+001,-2.00001069952509e+001,1.79997621015743e+002
3.68694506451957e+001,-2.00001069953401e+001,1.79997431231887e+002
3.98107170553497e+001,-2.00001069954441e+001,1.79997226307994e+002
4.29866234708228e+001,-2.00001069955654e+001,1.79997005036264e+002
4.64158883361278e+001,-2.00001069957067e+001,1.79996766112545e+002
5.01187233627272e+001,-2.00001069958715e+001,1.79996508128648e+002
5.41169526546464e+001,-2.00001069960637e+001,1.79996229564044e+002
5.84341413373518e+001,-2.00001069962878e+001,1.79995928776903e+002
6.30957344480193e+001,-2.00001069965489e+001,1.79995603994420e+002
6.81292069057961e+001,-2.00001069968535e+001,1.79995253302360e+002
7.35642254459641e+001,-2.00001069972086e+001,1.79994874633785e+002
7.94328234724281e+001,-2.00001069976226e+001,1.79994465756862e+002
8.57695898590894e+001,-2.00001069981052e+001,1.79994024261716e+002
9.26118728128793e+001,-2.00001069986680e+001,1.79993547546223e+002
